TIME_PERIOD,COUNTRY,HS8_clean,sold_value_eur,sold_quantity
2013,BE,29329900,61157244.127056584,30372492.395399578
2013,BE,29332100,6259393.574212603,19407.1720201348
2013,BE,29333100,2664574.1618578862,1323306.1695826596
2013,BE,29333200,577303.5201752207,286705.9663436014
2013,BE,29333300,100220.09083578101,49772.254950731935
2013,BE,29334100,114996.02755882229,57110.421216417715
2013,BE,29335200,149876.54673605226,464.69037132822166
2013,BE,29335400,69001.2790513443,213.9376085369766
2013,BE,29336100,16093170.839809183,7992343.604209681
2013,BE,29337100,2035160.9825766166,1010721.0085906335
2013,BE,29337200,275.8874073741214,137.0138288940636
2013,BE,29337900,85063454.57123686,42245022.056974985
2013,BE,29341000,18159995.602535024,9018789.780530142
2013,BE,29349100,51399.42003665137,25526.46896494938
2013,BE,29351000,8347328.833333333,485131.1666666666
2013,BE,29352000,8347328.833333333,485131.1666666666
2013,BE,29353000,8347328.833333333,485131.1666666666
2013,BE,29354000,8347328.833333333,485131.1666666666
2013,BE,29355000,8347328.833333333,485131.1666666666
2013,BE,29359030,8347328.833333333,485131.1666666666
2013,BE,29362100,302.61022220418613,
2013,BE,29362200,483.8496223250277,
2013,BE,29362300,397.31537537537537,
2013,BE,29362400,4993.627881394908,
2013,BE,29362500,453.8507447988529,
2013,BE,29362600,417.14975155335515,
2013,BE,29362700,2615.3686302518736,
2013,BE,29362800,9057.93644455266,
2013,BE,29362900,4989.579414865316,
2013,BE,29369000,774.7119126784443,
2013,BE,30031000,50.39244871991206,
2013,BE,30032000,187711.87148167242,
2013,BE,30041000,743380.9604541541,
2013,BE,30042000,27691245.275615454,
2013,BG,30032000,11910.206463079283,
2013,BG,30041000,4966446.0805435395,
2013,BG,30042000,7444931.712993382,
2013,CZ,29173200,8.204043253559151,6.989222165294939
2013,CZ,29173400,0.01083757365067259,0.00923279017872515
2013,CZ,29173500,5.0611468948641,4.3117130134646455
2013,CZ,29173600,17.903671670911123,15.252569375253952
2013,CZ,29173700,276.8674940537327,235.87009069589143
2013,CZ,29181100,850.7495315777984,724.7740290299245
2013,CZ,29181200,1424.1330407139333,1213.253259015736
2013,CZ,29181300,102.0140807737811,86.90825395233985
2013,CZ,29181400,22936.61919913617,19540.258668673552
2013,CZ,29181500,4083.949972717079,3479.2154050244458
2013,CZ,29181600,89.71343468026771,76.4290370994868
2013,CZ,29181800,9.634602975447935,8.20795046888666
2013,CZ,29182900,3295.78201018509,2807.75612288157
2013,CZ,29183000,733.356933793713,624.7644458139736
2013,CZ,29222900,20629.060359401683,0.0
2013,CZ,29223100,6.604172129885039,0.0
2013,CZ,29223900,8367.89884932246,0.0
2013,CZ,29225000,419196.93661914597,0.0
2013,CZ,29321100,0.0,15511.642814456505
2013,CZ,29321300,0.0,5451483.805452869
2013,CZ,29321900,0.0,1417468.0867342548
2013,CZ,29329100,0.0,221.66769462183242
2013,CZ,29329400,0.0,208.92817194241675
2013,CZ,29329500,0.0,8701.093990040894
2013,CZ,29329900,0.0,2911977.162920008
2013,CZ,29332100,0.0,4900.661545380947
2013,CZ,29333100,0.0,10306.273847647266
2013,CZ,29333200,0.0,138213.62945351636
2013,CZ,29333300,0.0,11786.606382995365
2013,CZ,29334100,0.0,7467.908194673458
2013,CZ,29335200,0.0,22231.13845461905
2013,CZ,29336100,0.0,272.6257853394951
2013,CZ,29337900,0.0,2724741.8501961003
2013,CZ,29341000,0.0,330888.71836153464
2013,CZ,29351000,615005.1666666666,
2013,CZ,29352000,615005.1666666666,
2013,CZ,29353000,615005.1666666666,
2013,CZ,29354000,615005.1666666666,
2013,CZ,29355000,615005.1666666666,
2013,CZ,29359030,615005.1666666666,
2013,CZ,29362100,210029.37648742084,
2013,CZ,29362200,39964.02201062818,
2013,CZ,29362300,93635.42443447227,
2013,CZ,29362400,318565.93500194454,
2013,CZ,29362500,238715.0989292895,
2013,CZ,29362600,298509.68558451376,
2013,CZ,29362700,2113074.6499042087,
2013,CZ,29362800,1099310.5284772262,
2013,CZ,29362900,3849653.6470636185,
2013,CZ,29369000,2084807.6321066779,
2013,CZ,30012010,954460.7222222221,
2013,CZ,30019020,954460.7222222221,
2013,CZ,30021200,3933391.0,
2013,CZ,30021300,3933391.0,
2013,CZ,30021400,3933391.0,
2013,CZ,30021500,3933391.0,
2013,CZ,30024110,3933391.0,
2013,CZ,30024200,3933391.0,
2013,CZ,30024900,954460.7222222221,
2013,CZ,30025100,954460.7222222221,
2013,CZ,30025900,954460.7222222221,
2013,CZ,30029010,954460.7222222221,
2013,CZ,30051000,93767298.06841645,
2013,CZ,30065000,10923232.931583548,
2013,DE,29011000,78901967.03603333,127529902.74204463
2013,DE,29012100,242083400.2681594,391281404.6519608
2013,DE,29012200,242454294.90544894,391880884.7257526
2013,DE,29012300,177081.18411628777,286217.7843739042
2013,DE,29012400,15910164.189686857,25715730.13882028
2013,DE,29012900,39002373.9165552,63039859.957047805
2013,DE,29021100,105135.44696028656,27732.935857108143
2013,DE,29021900,35419648.036315955,9343098.407557474
2013,DE,29022000,25434109.194339678,6709083.751132456
2013,DE,29023000,7489884.821383193,1975703.7358390645
2013,DE,29024100,51838497.52728834,13674110.57277564
2013,DE,29024200,83638.52438994963,22062.414715046798
2013,DE,29024300,4765502.1748656975,1257058.1089780484
2013,DE,29024400,338430.5637246128,89272.20444884723
2013,DE,29025000,258771868.79869893,68259600.79600123
2013,DE,29026000,11499.269771595598,3033.3110306717635
2013,DE,29027000,17716.340727620558,4673.268200470628
2013,DE,29029000,59462417.501534134,15685170.49346395
2013,DE,29031100,101899.546029866,396760.085243044
2013,DE,29031200,373454.4526109311,1454096.9633846972
2013,DE,29031300,274489.5159123271,1068763.1885992612
2013,DE,29031400,50314.58107987538,195906.83428921708
2013,DE,29031500,50007057.81812408,194709449.60694474
2013,DE,29032100,22220.045557492827,86516.84441176275
2013,DE,29032200,121685.755980831,473800.45149237686
2013,DE,29032300,80208.1367953257,312301.56003611593
2013,DE,29032900,73777.14790926514,287261.60845593316
2013,DE,29041000,8509904.306988819,8351729.000103897
2013,DE,29042000,30020263.69301118,29462270.999896105
2013,DE,29051100,186104682.1534321,106895623.32527696
2013,DE,29051200,6188510.66471571,3554583.8895902815
2013,DE,29051300,28714511.026228465,16493166.744180292
2013,DE,29051700,11123049.790366706,6388906.108439962
2013,DE,29051900,23990923.649450902,13780011.915782355
2013,DE,29052200,33070841.049139433,18995374.683396816
2013,DE,29053100,9707940.286520185,4040490.0687819547
2013,DE,29053200,1668258.6626213966,694337.0436508303
2013,DE,29054100,1375524.3505775223,572499.6563476413
2013,DE,29054200,11906895.341074333,4955705.428312014
2013,DE,29054300,622844.8330081461,259230.92724992905
2013,DE,29054500,3414316.522556513,1421054.4764292878
2013,DE,29054900,9405656.585217267,3914678.1810878157
2013,DE,29061100,83910085.73088326,34923769.41554144
2013,DE,29061200,1221000.526014588,508186.1191698657
2013,DE,29061900,22767462.981015295,9475924.382630045
2013,DE,29062100,20460094.844832364,8515586.992399467
2013,DE,29062900,17354532.169012483,7223037.3083997145
2013,DE,29071100,52699636.30870517,33725583.18848892
2013,DE,29071200,96590843.82896475,61814137.00310471
2013,DE,29071300,10261158.765072975,6566716.352928541
2013,DE,29072100,10592616.401455928,6778835.503501248
2013,DE,29072200,1984127.8742384126,1269759.6106213317
2013,DE,29072300,53282792.79199441,34098779.169840105
2013,DE,29072900,33511720.033238787,21446111.983578406
2013,DE,29081100,49724.7400291651,31821.772859228986
2013,DE,29081900,31233732.806225415,19988294.565694932
2013,DE,29089100,52016.29899675093,33288.27562862054
2013,DE,29089200,863.6878783606207,552.7244480381559
2013,DE,29089900,8761692.129866555,5607119.84930591
2013,DE,29091100,1330759.6419534683,1329757.1666508582
2013,DE,29092000,2436525.924676933,2434690.4639470954
2013,DE,29094100,8549193.278362272,8542753.08071229
2013,DE,29094300,3423008.0460520373,3420429.4579143887
2013,DE,29094400,1764801.5061727695,1763472.0625466085
2013,DE,29095000,10242555.414181449,10234839.588938015
2013,DE,29101000,70196900.13835932,70144020.07159898
2013,DE,29102000,199185.38166880727,199035.33321567654
2013,DE,29103000,4539947.693823001,4536527.703244148
2013,DE,29104000,758.9378309451321,758.3661150561363
2013,DE,29109000,15359396.096594766,15347825.701187193
2013,DE,29110000,1739201.162546454,1737891.0039297082
2013,DE,29121100,413336.998555038,330071.70431702613
2013,DE,29121200,3818333.5318292445,3049143.5823737653
2013,DE,29121900,29207642.226764884,23323864.746132873
2013,DE,29122100,6320855.82033852,5047541.499200012
2013,DE,29122900,26207947.06384614,20928447.693419434
2013,DE,29124100,32567488.809564088,26006881.97349246
2013,DE,29124200,6207541.621879226,4957054.050122073
2013,DE,29124900,8873343.78493001,7085839.681232284
2013,DE,29125000,25469744.36441694,20338953.348650336
2013,DE,29126000,260549.72761371027,208062.89529714797
2013,DE,29130000,5733457.050262203,4578472.159095928
2013,DE,29141100,1018408.8647944264,63117.01177839182
2013,DE,29141200,1065636.2783923028,66043.9827851906
2013,DE,29141300,42011.626667999786,2603.7168635298535
2013,DE,29142200,117168.09883654823,7261.622055706467
2013,DE,29142300,824985.4288776951,51129.38116655726
2013,DE,29142900,25332062.04124081,1569982.46333087
2013,DE,29143900,34833875.59933879,2158867.830489975
2013,DE,29145000,21378340.427845262,1324946.2089660359
2013,DE,29146100,3998.0340061639513,247.78256374309808
2013,DE,29151100,741956.6773649707,473929.6625651774
2013,DE,29151200,5568673.28851593,3557026.3508308064
2013,DE,29151300,1543038.099264364,985625.6409831438
2013,DE,29152100,55591414.43879205,35509378.22955635
2013,DE,29152400,34882106.90113639,22281173.089417513
2013,DE,29152900,6228053.540815488,3978209.7837831215
2013,DE,29153100,3342191.3104473352,2134846.47865689
2013,DE,29153200,22023958.571071826,14067947.054546326
2013,DE,29153300,434684.81705346785,277657.7594799635
2013,DE,29153900,30667586.000513762,19589120.400573727
2013,DE,29154000,439463.0750416554,280709.90290703473
2013,DE,29155000,3227169.65498276,2061375.646699946
2013,DE,29161100,934916.4329761136,67291.02161094987
2013,DE,29161200,25063937.89534272,1803987.9577280926
2013,DE,29161300,1490852.8557654107,107304.79024387809
2013,DE,29161400,56888039.289100915,4094541.6576127927
2013,DE,29161500,1609676.924922619,115857.20490205855
2013,DE,29162000,9892487.587796185,712016.1466596598
2013,DE,29163100,3712787.989626715,267229.549117605
2013,DE,29163200,2199154.4021269884,158285.105684011
2013,DE,29163400,468596.83022699656,33727.463030306004
2013,DE,29171100,3594723.508838226,258731.80616646918
2013,DE,29171200,5014252.708172053,360903.0448574758
2013,DE,29171400,2847469.225341524,204947.85033248703
2013,DE,29172000,10064525.127541315,724398.6242764371
2013,DE,29173200,13582.675797751192,12189.550415556125
2013,DE,29173300,166702.9144041537,149604.80613738875
2013,DE,29173400,537749.145721314,482594.18249366275
2013,DE,29173500,629051.8576014619,564532.3091273207
2013,DE,29173600,6717400.460938499,6028421.262447165
2013,DE,29173700,421777.3996383265,378517.2342760885
2013,DE,29181100,1778200.4137245417,1595816.900499587
2013,DE,29181200,6164524.792895507,5532252.029705844
2013,DE,29181300,45118.13093422259,40490.529249724415
2013,DE,29181400,9438001.521631159,8469980.222090391
2013,DE,29181500,3941057.213406612,3536837.3882092293
2013,DE,29181600,193568.12737360806,173714.55246366374
2013,DE,29181800,2254.4261724433877,2023.1979247931167
2013,DE,29182100,1669167.6609975083,158783.44696268058
2013,DE,29182200,715867.1933521753,68098.52789744876
2013,DE,29182300,4973524.145650316,473118.02513987065
2013,DE,29182900,29910461.655166585,26842654.991336495
2013,DE,29183000,12920611.40046611,11595391.542207515
2013,DE,29189100,14184.114127704328,12729.301415578186
2013,DE,29191000,218237.35541557224,38006.35278909051
2013,DE,29199000,149124663.3479808,25970276.967319306
2013,DE,29201100,13588.818101938414,2366.5124322350484
2013,DE,29201900,6166185.4785017,1073850.1674593706
2013,DE,29211100,1142977.737894447,192780.59171680684
2013,DE,29212100,92256.39770237298,15560.44562292863
2013,DE,29212200,76756669.99109656,12946180.637213575
2013,DE,29212900,2267795.3727826546,382498.2056632589
2013,DE,29214100,13961876.805411775,2354883.024216003
2013,DE,29214200,10830831.88761904,1826784.6440533916
2013,DE,29214300,5056878.074511475,852919.4533919231
2013,DE,29214400,814046.0770034029,137301.2607389505
2013,DE,29214500,3579806.9861173765,603788.9331834022
2013,DE,29214600,2130.300963656181,359.30768088717423
2013,DE,29214900,40498826.568897255,6830743.496518875
2013,DE,29221100,1305150.3009844492,356785.57801717555
2013,DE,29221200,271597.0173002487,74245.77746495469
2013,DE,29221400,5992.012089815449,1638.0209201485532
2013,DE,29222100,5091844.247699692,1391944.354392491
2013,DE,29222900,91780915.13298818,25089912.504306037
2013,DE,29223100,1014206.2150033892,277250.94219083927
2013,DE,29223900,8065280.797383105,2204785.0496564712
2013,DE,29224100,70780876.04339123,75832580.08798161
2013,DE,29224200,6077383.772835191,6511132.913873495
2013,DE,29224300,1760808.4195104318,481347.66490777064
2013,DE,29224400,2631.9819283865772,719.4981244243331
2013,DE,29225000,159186378.87511232,43516370.61001969
2013,DE,29231000,1252704.5660946532,1342111.3815646644
2013,DE,29232000,26059167.17979348,27919036.788642593
2013,DE,29239000,52377954.69910531,56116223.28790653
2013,DE,29241100,3142.436232238563,3366.7151436006543
2013,DE,29241200,5050.887284523305,5411.3743136518315
2013,DE,29241900,100641253.4312809,107824123.37343551
2013,DE,29242100,4401938.118424742,105354.17197830019
2013,DE,29242300,1257.6506491584134,1347.4104716723436
2013,DE,29251100,5637389.805057542,134922.9632613025
2013,DE,29252100,5189.098876004546,124.19375299865058
2013,DE,29252900,18789807.194015972,449707.4982203218
2013,DE,29261000,13697166.069885954,327822.32528486964
2013,DE,29262000,712958.1916474887,17063.647401533006
2013,DE,29263000,217.27209229381913,5.20010067424565
2013,DE,29270000,84552525.16542487,41170778.44636567
2013,DE,29291000,164129781.08457515,79918971.55363433
2013,DE,29302000,313292975.8108963,63459068.66416401
2013,DE,29303000,156235775.09504625,31646342.385728646
2013,DE,29311000,71757462.46450269,14534835.088194378
2013,DE,29312000,5720686.629554786,1158753.861912968
2013,DE,29321100,4708610.801230948,428611.87496864586
2013,DE,29321200,127144.25256980344,11573.591189822706
2013,DE,29321300,5467883.2580998475,497726.3558821147
2013,DE,29321900,27341263.30589736,2488799.908136073
2013,DE,29329300,3931964.904317812,357915.937649804
2013,DE,29329400,7184.563680668323,653.9910474651795
2013,DE,29329500,16082.548710477657,1463.9501220339469
2013,DE,29329900,78336361.15293825,7130743.238155144
2013,DE,29332100,133131197.86399803,4154285.1054720115
2013,DE,29333100,5057820.985009957,460399.5163656664
2013,DE,29333200,390795.21507230506,35573.012281483825
2013,DE,29333300,9531113.636056611,867591.0281269143
2013,DE,29334100,4363.554460323745,397.20234644966257
2013,DE,29335200,31189903.15575116,973263.6091310267
2013,DE,29335400,5267275.10103851,164362.3947635586
2013,DE,29335500,2592.2792123017225,80.89063340278099
2013,DE,29336100,16704662.021360695,1520579.3835882936
2013,DE,29337100,97907.35029221242,8912.236486181162
2013,DE,29337900,178057102.30853766,16208047.70103213
2013,DE,29341000,59530827.855555885,5418927.327553826
2013,DE,29349100,2101477.886209201,191291.74506795127
2013,DE,29351000,25878608.0,
2013,DE,29352000,25878608.0,
2013,DE,29353000,25878608.0,
2013,DE,29354000,25878608.0,
2013,DE,29355000,25878608.0,
2013,DE,29359030,25878608.0,
2013,DE,29362100,54563232.20445792,
2013,DE,29362200,12864722.473703742,
2013,DE,29362300,32831926.833097182,
2013,DE,29362400,5832826.648873144,
2013,DE,29362500,15971907.484023156,
2013,DE,29362600,2111237.5393442693,
2013,DE,29362700,72835004.42021541,
2013,DE,29362800,231057238.14770573,
2013,DE,29362900,121077101.32670501,
2013,DE,29369000,22592637.92187442,
2013,DE,29371100,2278306.2492871704,
2013,DE,29371200,794171.3023036346,
2013,DE,29371900,177752101.5353535,
2013,DE,29372100,15803501.787768954,
2013,DE,29372200,8650624.176632829,
2013,DE,29372300,26172799.755582355,
2013,DE,29372900,49373574.1019774,
2013,DE,29375000,5651878.046030425,
2013,DE,29379000,10002890.04506374,
2013,DE,29381000,34812142.42105608,
2013,DE,29391100,58674161.84541683,
2013,DE,29391900,19102197.016590703,
2013,DE,29392000,7592290.928492074,
2013,DE,29393000,34897301.75595809,
2013,DE,29394100,392128.38737150125,
2013,DE,29394200,1659894.9497729675,
2013,DE,29394300,1115.3628319687741,
2013,DE,29394400,1068218.0121001436,
2013,DE,29394900,50758.2267292236,
2013,DE,29395100,1765.2229943968616,
2013,DE,29395900,7862330.870667554,
2013,DE,29396100,3124.859504441442,
2013,DE,29396900,13487677.140514035,
2013,DE,29420000,79795655.0,3532577.5
2013,DE,30012010,20654331.25,
2013,DE,30019020,20654331.25,
2013,DE,30021200,115239817.33333333,
2013,DE,30021300,115239817.33333333,
2013,DE,30021400,115239817.33333333,
2013,DE,30021500,115239817.33333333,
2013,DE,30024110,115239817.33333333,
2013,DE,30024200,115239817.33333333,
2013,DE,30024900,20654331.25,
