CPA_Ver_22_ID	CPA_Ver_22_Code	CPA_Ver_22_Heading	HS_KEY	HS_2022_CODE	HS_2022_SelfText	Durability_Indicator
"108610"	"10.86.10"	"Homogenised food preparations and dietetic food"	"210420000080"	"2104 20 00"	"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, such as meat, fish, vegetables or fruit, put up for retail sale as infant food or for dietetic purposes, in containers of <= 250 g"	
"108911"	"10.89.11"	"Soups and broths and preparations thereof"	"210410000080"	"2104 10 00"	"Soups and broths and preparations therefor"	
"108912"	"10.89.12"	"Eggs, not in shell, and egg yolks fresh or preserved; eggs in shells preserved or cooked; egg albumin"	"040790100080"	"0407 90 10"	"Poultry eggs, in shell, preserved or cooked"	
"108912"	"10.89.12"	"Eggs, not in shell, and egg yolks fresh or preserved; eggs in shells preserved or cooked; egg albumin"	"040811200080"	"0408 11 20"	"Egg yolks, dried, not suitable for human consumption, whether or not containing added sugar or other sweetening matter"	
"108912"	"10.89.12"	"Eggs, not in shell, and egg yolks fresh or preserved; eggs in shells preserved or cooked; egg albumin"	"040819200080"	"0408 19 20"	"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter, unsuitable for human consumption (excl. dried)"	
"108912"	"10.89.12"	"Eggs, not in shell, and egg yolks fresh or preserved; eggs in shells preserved or cooked; egg albumin"	"040891200080"	"0408 91 20"	"Dried birds' eggs, not in shell, whether or not containing added sugar or other sweetening matter, not suitable for human consumption (excl. egg yolks)"	
"108912"	"10.89.12"	"Eggs, not in shell, and egg yolks fresh or preserved; eggs in shells preserved or cooked; egg albumin"	"040899200080"	"0408 99 20"	"Birds' eggs, not in shell, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter, not suitable for human consumption (excl. dried and egg yolks)"	
"108912"	"10.89.12"	"Eggs, not in shell, and egg yolks fresh or preserved; eggs in shells preserved or cooked; egg albumin"	"350211100080"	"3502 11 10"	"Egg albumin, dried "e.g. in sheets, scales, flakes, powder", unfit, or to be rendered unfit, for human consumption"	
"108912"	"10.89.12"	"Eggs, not in shell, and egg yolks fresh or preserved; eggs in shells preserved or cooked; egg albumin"	"350219100080"	"3502 19 10"	"Egg albumin, unfit, or to be rendered unfit, for human consumption (excl. dried [e.g. in sheets, scales, flakes, powder])"	
"108913"	"10.89.13"	"Yeasts (active or inactive); other single-cell micro-organisms, dead; prepared baking powders"	"210210100080"	"2102 10 10"	"Culture yeasts"	
"108913"	"10.89.13"	"Yeasts (active or inactive); other single-cell micro-organisms, dead; prepared baking powders"	"210220110080"	"2102 20 11"	"Inactive yeasts, in tablet, cube or similar form, or in immediate packings of <= 1 kg"	
"108913"	"10.89.13"	"Yeasts (active or inactive); other single-cell micro-organisms, dead; prepared baking powders"	"210230000080"	"2102 30 00"	"Prepared baking powders"	
"108914"	"10.89.14"	"Extracts and juices of meat, fish and aquatic invertebrates"	"160300100080"	"1603 00 10"	"Extracts and juices of meat, fish, crustaceans, molluscs and other aquatic invertebrates, in immediate packings of <= 1 kg"	
"108915"	"10.89.15"	"Vegetable saps and extracts; pectic substances; mucilages and thickeners"	"130211000080"	"1302 11 00"	"Opium"	
"108915"	"10.89.15"	"Vegetable saps and extracts; pectic substances; mucilages and thickeners"	"130212000080"	"1302 12 00"	"Extracts of liquorice (excl. that with a sucrose content by weight of > 10% or in the form of confectionery)"	
"108915"	"10.89.15"	"Vegetable saps and extracts; pectic substances; mucilages and thickeners"	"130213000080"	"1302 13 00"	"Extracts of hops"	
"108915"	"10.89.15"	"Vegetable saps and extracts; pectic substances; mucilages and thickeners"	"130214000080"	"1302 14 00"	"Saps and extracts of ephedra"	
"108915"	"10.89.15"	"Vegetable saps and extracts; pectic substances; mucilages and thickeners"	"130219050080"	"1302 19 05"	"Vanilla oleoresin"	
"108915"	"10.89.15"	"Vegetable saps and extracts; pectic substances; mucilages and thickeners"	"130220100080"	"1302 20 10"	"Dry pectic substances, pectinates and pectates in powder form"	
"108915"	"10.89.15"	"Vegetable saps and extracts; pectic substances; mucilages and thickeners"	"130231000080"	"1302 31 00"	"Agar-agar, whether or not modified"	
"108915"	"10.89.15"	"Vegetable saps and extracts; pectic substances; mucilages and thickeners"	"130232100080"	"1302 32 10"	"Mucilages and thickeners of locust beans or bean seeds, whether or not modified"	
"108915"	"10.89.15"	"Vegetable saps and extracts; pectic substances; mucilages and thickeners"	"130239000080"	"1302 39 00"	"Mucilages and thickeners derived from vegetable products, whether or not modified (excl. from locust beans, locust bean seeds, guar seeds and agar-agar)"	
"108919"	"10.89.19"	"Other miscellaneous food products n.e.c."	"210610200080"	"2106 10 20"	"Protein concentrates and textured protein substances, not containing milkfats, sucrose, isoglucose starch or glucose or containing, by weight, < 1,5% milkfat, < 5% sucrose or isoglucose, < 5% glucose or < 5% starch"	
"108919"	"10.89.19"	"Other miscellaneous food products n.e.c."	"210690200080"	"2106 90 20"	"Compound alcoholic preparations of a kind used for the manufacture of beverages and of an actual alcoholic strength of by volume of > 0,5% vol (excl. those based on odoriferous substances)"	
"108919"	"10.89.19"	"Other miscellaneous food products n.e.c."	"240491100080"	"2404 91 10"	"Nicotine containing products intended to assist tobacco use cessation, for oral application (excl. for inhalation)"	
"108919"	"10.89.19"	"Other miscellaneous food products n.e.c."	"170290100080"	"1702 90 10"	"Chemically pure maltose, in solid form"	
"108919"	"10.89.19"	"Other miscellaneous food products n.e.c."	"190190110080"	"1901 90 11"	"Malt extract with a dry extract content of >= 90%"	
"109110"	"10.91.10"	"Prepared feeds for farm animals, except lucerne meal and pellets"	"230990100080"	"2309 90 10"	"Fish or marine mammal solubles, to supplement feedingstuffs produced in the agricultural sector"	
"109120"	"10.91.20"	"Lucerne (alfalfa) meal and pellets"	"121410000080"	"1214 10 00"	"Alfalfa meal and pellets"	
"109210"	"10.92.10"	"Prepared pet foods"	"230910110080"	"2309 10 11"	"Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or no milk products or containing <= 10% starch and < 10% by weight of milk products"	
"110110"	"11.01.10"	"Distilled, rectified and blended spirits"	"220820120080"	"2208 20 12"	"Cognac, in containers holding <= 2 l"	
"110110"	"11.01.10"	"Distilled, rectified and blended spirits"	"220830110080"	"2208 30 11"	"Bourbon whiskey, in containers holding <= 2 l"	
"110110"	"11.01.10"	"Distilled, rectified and blended spirits"	"220840110080"	"2208 40 11"	"Rum with a content of volatile substances (other than ethyl and methyl alcohol) of >= 225 g/hl of pure alcohol "with a 10% tolerance", in containers holding <= 2 l"	
"110110"	"11.01.10"	"Distilled, rectified and blended spirits"	"220850110080"	"2208 50 11"	"Gin, in containers holding <= 2 l"	
"110110"	"11.01.10"	"Distilled, rectified and blended spirits"	"220860110080"	"2208 60 11"	"Vodka of an alcoholic strength of <= 45,4% vol, in containers holding <= 2 l"	
"110110"	"11.01.10"	"Distilled, rectified and blended spirits"	"220870100080"	"2208 70 10"	"Liqueurs and cordials, in containers holding <= 2 l"	
"110110"	"11.01.10"	"Distilled, rectified and blended spirits"	"220890110080"	"2208 90 11"	"Arrack, in containers holding <= 2 l"	
"110211"	"11.02.11"	"Sparkling wine of fresh grapes"	"220410110080"	"2204 10 11"	"Champagne, with PDO"	
"110212"	"11.02.12"	"Wine of fresh grapes, except sparkling wine; grape must"	"220421060080"	"2204 21 06"	"Wine of fresh grapes, incl. fortified wines, in bottles with "mushrooms" stoppers held in place by ties or fastenings, holding <= 2 l; wine otherwise put up with an excess pressure due to carbon dioxide in solution of >= 1 bar but < 3 bar measured at 20°C, in containers holding <= 2 l (excl. sparkling wine), with a protected designation of origin (PDO)"	
"110212"	"11.02.12"	"Wine of fresh grapes, except sparkling wine; grape must"	"220422100080"	"2204 22 10"	"Wine of fresh grapes, incl. fortified wines, in bottles with "mushroom" stoppers held in place by ties or fastenings, holding > 2 l; wine otherwise put up with an excess pressure due to carbon dioxide in solution of >= 1 bar but < 3 bar measured at 20°C, in containers holding > 2 l but <= 10 l (excl. sparkling wine)"	
"110212"	"11.02.12"	"Wine of fresh grapes, except sparkling wine; grape must"	"220429100080"	"2204 29 10"	"Wine of fresh grapes, incl. fortified wines, in bottles with "mushroom" stoppers held in place by ties or fastenings, holding > 2 l; wine otherwise put up with an excess pressure due to carbon dioxide in solution of >= 1 bar but < 3 bar measured at 20°C, in containers holding > 10 l (excl. sparkling wine)"	
"110212"	"11.02.12"	"Wine of fresh grapes, except sparkling wine; grape must"	"220430100080"	"2204 30 10"	"Grape must, arrested otherwise than by addition of alcohol, of an actual alcoholic strength of > 1% vol (excl. grape must whose fermentation has been arrested by the addition of alcohol)"	
"110230"	"11.02.30"	"Wine lees; argol"	"230700110080"	"2307 00 11"	"Wine lees, having a total alcoholic strength of <= 7,9% mas and a dry matter content >= 25% by weight"	
"110310"	"11.03.10"	"Other fermented beverages (e.g., cider, perry, mead); mixed beverages containing alcohol"	"220600100080"	"2206 00 10"	"Piquette, obtained by grape marc"	
"110410"	"11.04.10"	"Other non-distilled fermented beverages"	"220510100080"	"2205 10 10"	"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding <= 2 l, of actual alcoholic strength of <= 18% vol"	
"110410"	"11.04.10"	"Other non-distilled fermented beverages"	"220590100080"	"2205 90 10"	"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding > 2 l, of actual alcoholic strength of <= 18% vol"	
"110511"	"11.05.11"	"Beer, alcoholic"	"220300010080"	"2203 00 01"	"Beer made from malt, in bottles holding <= 10 l"	
"110512"	"11.05.12"	"Beer, non-alcoholic"	"220291000080"	"2202 91 00"	"Non-alcoholic beer <= 0.5% vol alc"	
"110520"	"11.05.20"	"Brewing dregs"	"230330000080"	"2303 30 00"	"Brewing or distilling dregs and waste"	
"110610"	"11.06.10"	"Malt"	"110710110080"	"1107 10 11"	"Wheat malt in flour form (excl. roasted)"	
"110610"	"11.06.10"	"Malt"	"110720000080"	"1107 20 00"	"Roasted malt"	
"110711"	"11.07.11"	"Mineral waters and aerated waters, not sweetened nor flavoured"	"220110110080"	"2201 10 11"	"Mineral waters, natural, not containing added sugar or other sweetening matter nor flavoured, not carbonated"	
"110711"	"11.07.11"	"Mineral waters and aerated waters, not sweetened nor flavoured"	"220190000080"	"2201 90 00"	"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice and snow (excl. mineral waters and aerated waters, sea water, distilled water, conductivity water or water of similar purity)"	
"110712"	"11.07.12"	"Other non-alcoholic beverages"	"220210000080"	"2202 10 00"	"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption as a beverage"	
"110712"	"11.07.12"	"Other non-alcoholic beverages"	"220299110080"	"2202 99 11"	"Soya-based beverages with a protein content of >=2,8 % by weight, not containing alcohol, milk, milk products or fats derived therefrom"	
"120011"	"12.00.11"	"Cigars, cheroots, cigarillos and cigarettes, of tobacco or tobacco substitutes"	"240210000080"	"2402 10 00"	"Cigars, cheroots and cigarillos containing tobacco"	
"120011"	"12.00.11"	"Cigars, cheroots, cigarillos and cigarettes, of tobacco or tobacco substitutes"	"240220100080"	"2402 20 10"	"Cigarettes, containing tobacco and cloves"	
"120011"	"12.00.11"	"Cigars, cheroots, cigarillos and cigarettes, of tobacco or tobacco substitutes"	"240290000080"	"2402 90 00"	"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes"	
"120012"	"12.00.12"	"Cured stemmed/striped tobacco leaves"	"240120350080"	"2401 20 35"	"Partly or wholly stemmed or stripped light air-cured tobacco, otherwise unmanufactured"	
"120013"	"12.00.13"	"Other manufactured tobacco and substitutes; homogenised or reconstituted tobacco; tobacco extracts and essences"	"240311000080"	"2403 11 00"	"Water-pipe tobacco (excl. tobacco-free. See subheading note 1.)"	
"120013"	"12.00.13"	"Other manufactured tobacco and substitutes; homogenised or reconstituted tobacco; tobacco extracts and essences"	"240319100080"	"2403 19 10"	"Smoking tobacco, whether or not containing tobacco substitutes in any proportion, in immediate packings of a net content of <= 500 g (excl. water-pipe tobacco containing tobacco)"	
"120013"	"12.00.13"	"Other manufactured tobacco and substitutes; homogenised or reconstituted tobacco; tobacco extracts and essences"	"240391000080"	"2403 91 00"	"Tobacco, "homogenised" or "reconstituted" from finely-chopped tobacco leaves, tobacco refuse or tobacco dust (excl. products of 2404)"	
"120013"	"12.00.13"	"Other manufactured tobacco and substitutes; homogenised or reconstituted tobacco; tobacco extracts and essences"	"240399100080"	"2403 99 10"	"Chewing tobacco and snuff "nasal tobacco""	
"120013"	"12.00.13"	"Other manufactured tobacco and substitutes; homogenised or reconstituted tobacco; tobacco extracts and essences"	"240411000080"	"2404 11 00"	"Products containing tobacco or reconstituted tobacco, intended for inhalation without combustion"	
"120013"	"12.00.13"	"Other manufactured tobacco and substitutes; homogenised or reconstituted tobacco; tobacco extracts and essences"	"240419100080"	"2404 19 10"	"Products containing tobacco substitutes, intended for inhalation without combustion (excl. containing nicotine)"	
"120013"	"12.00.13"	"Other manufactured tobacco and substitutes; homogenised or reconstituted tobacco; tobacco extracts and essences"	"240491100080"	"2404 91 10"	"Nicotine containing products intended to assist tobacco use cessation, for oral application (excl. for inhalation)"	
"120020"	"12.00.20"	"Tobacco refuse"	"240130000080"	"2401 30 00"	"Tobacco refuse"	
"131010"	"13.10.10"	"Wool grease"	"150500100080"	"1505 00 10"	"Crude wool grease"	
"131021"	"13.10.21"	"Raw silk (not thrown)"	"500200000080"	"5002 00 00"	"Raw silk "non-thrown""	
"131022"	"13.10.22"	"Wool, degreased or carbonised, not carded or combed"	"510121000080"	"5101 21 00"	"Shorn wool, degreased, non-carbonised, neither carded nor combed"	
"131022"	"13.10.22"	"Wool, degreased or carbonised, not carded or combed"	"510129000080"	"5101 29 00"	"Degreased wool, non-carbonised, neither carded nor combed (excl. shorn wool)"	
"131022"	"13.10.22"	"Wool, degreased or carbonised, not carded or combed"	"510130000080"	"5101 30 00"	"Carbonised wool, neither carded nor combed"	
"131023"	"13.10.23"	"Noils of wool or of fine animal hair"	"510310100080"	"5103 10 10"	"Noils of wool or of fine animal hair, non-carbonised (excl. garnetted stock)"	
"131024"	"13.10.24"	"Wool and fine or coarse animal hair, carded or combed"	"510510000080"	"5105 10 00"	"Wool, carded"	
"131024"	"13.10.24"	"Wool and fine or coarse animal hair, carded or combed"	"510521000080"	"5105 21 00"	"Wool, combed, in fragments "open tops""	
"131024"	"13.10.24"	"Wool and fine or coarse animal hair, carded or combed"	"510529000080"	"5105 29 00"	"Wool, combed (excl. that in fragments "open tops")"	
"131024"	"13.10.24"	"Wool and fine or coarse animal hair, carded or combed"	"510531000080"	"5105 31 00"	"Hair of Kashmir "cashmere" goats, carded or combed"	
"131024"	"13.10.24"	"Wool and fine or coarse animal hair, carded or combed"	"510539000080"	"5105 39 00"	"Fine animal hair, carded or combed (excl. wool and hair of Kashmir "cashmere" goats)"	
"131024"	"13.10.24"	"Wool and fine or coarse animal hair, carded or combed"	"510540000080"	"5105 40 00"	"Coarse animal hair, carded or combed"	
"131025"	"13.10.25"	"Cotton, carded or combed"	"520300000080"	"5203 00 00"	"Cotton, carded or combed"	
"131026"	"13.10.26"	"Jute and other textile bast fibres, processed but not spun"	"530390000080"	"5303 90 00"	"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. yarn waste and garnetted stock (excl. retted fibres of this kind, flax, true hemp and ramie)"	
"131027"	"13.10.27"	"Other vegetable textile fibres, processed but not spun"	"530121000080"	"5301 21 00"	"Flax, broken or scutched"	
"131027"	"13.10.27"	"Other vegetable textile fibres, processed but not spun"	"530129000080"	"5301 29 00"	"Flax, hackled or otherwise processed, but not spun (excl. broken, scutched and retted flax)"	
"131027"	"13.10.27"	"Other vegetable textile fibres, processed but not spun"	"530130000080"	"5301 30 00"	"Flax tow and waste, incl. yarn waste and garnetted stock"	
"131027"	"13.10.27"	"Other vegetable textile fibres, processed but not spun"	"530290000080"	"5302 90 00"	"True hemp "Cannabis sativa L.", processed but not spun; tow and waste of hemp, incl. yarn waste and garnetted stock (excl. retted hemp)"	
"131027"	"13.10.27"	"Other vegetable textile fibres, processed but not spun"	"530500000080"	"5305 00 00"	"Coconut, abaca "Manila hemp or Musa textilis Nee", ramie, agave and other vegetable textile fibres, n.e.s., raw or processed, but not spun; tow, noils and waste of such fibres, incl. yarn waste and garnetted stock"	
"131031"	"13.10.31"	"Synthetic staple fibres, carded, combed or otherwise processed for spinning"	"550610000080"	"5506 10 00"	"Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning"	
"131031"	"13.10.31"	"Synthetic staple fibres, carded, combed or otherwise processed for spinning"	"550620000080"	"5506 20 00"	"Staple fibres of polyesters, carded, combed or otherwise processed for spinning"	
"131031"	"13.10.31"	"Synthetic staple fibres, carded, combed or otherwise processed for spinning"	"550630000080"	"5506 30 00"	"Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning"	
"131031"	"13.10.31"	"Synthetic staple fibres, carded, combed or otherwise processed for spinning"	"550640000080"	"5506 40 00"	"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning"	
"131031"	"13.10.31"	"Synthetic staple fibres, carded, combed or otherwise processed for spinning"	"550690000080"	"5506 90 00"	"Synthetic staple fibres carded, combed or otherwise processed for spinning (excl. acrylic, modacrylic, polyester, polypropylene, nylon or other polyamides)"	
"131032"	"13.10.32"	"Artificial staple fibres, carded, combed or otherwise processed for spinning"	"550700000080"	"5507 00 00"	"Artificial staple fibres, carded, combed or otherwise processed for spinning"	
"131040"	"13.10.40"	"Silk yarn and yarn spun from silk waste"	"500600100080"	"5006 00 10"	"Silk yarn, put up for retail sale (excl. yarn spun from silk waste)"	
"131040"	"13.10.40"	"Silk yarn and yarn spun from silk waste"	"500400100080"	"5004 00 10"	"Silk yarn, unbleached, scoured or bleached (excl. that spun from silk waste and that put up for retail sale)"	
"131040"	"13.10.40"	"Silk yarn and yarn spun from silk waste"	"500500100080"	"5005 00 10"	"Yarn spun from silk waste, unbleached, scoured or bleached (excl. that put up for retail sale)"	
"131050"	"13.10.50"	"Yarn of wool put up or not put up for retail store; yarn of fine or coarse animal hair or of horse hair"	"510910100080"	"5109 10 10"	"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale in balls, hanks or skeins, weighing > 125 g but <= 500 g"	
"131050"	"13.10.50"	"Yarn of wool put up or not put up for retail store; yarn of fine or coarse animal hair or of horse hair"	"510990000080"	"5109 90 00"	"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail sale"	
"131050"	"13.10.50"	"Yarn of wool put up or not put up for retail store; yarn of fine or coarse animal hair or of horse hair"	"510610100080"	"5106 10 10"	"Carded wool yarn containing >= 85% wool by weight, unbleached (excl. that put up for retail sale)"	
"131050"	"13.10.50"	"Yarn of wool put up or not put up for retail store; yarn of fine or coarse animal hair or of horse hair"	"510620100080"	"5106 20 10"	"Carded wool yarn containing predominantly, but < 85% wool by weight, with a wool and fine animal hair content of >= 85% (excl. put up for retail sale)"	
"131050"	"13.10.50"	"Yarn of wool put up or not put up for retail store; yarn of fine or coarse animal hair or of horse hair"	"510710100080"	"5107 10 10"	"Yarn of combed wool containing >= 85% wool by weight, unbleached (excl. that put up for retail sale)"	
"131050"	"13.10.50"	"Yarn of wool put up or not put up for retail store; yarn of fine or coarse animal hair or of horse hair"	"510720100080"	"5107 20 10"	"Yarn of combed wool containing predominantly, but < 85% wool by weight, with a wool and fine animal hair content of >= 85%, unbleached (excl. that put up for retail sale)"	
"131050"	"13.10.50"	"Yarn of wool put up or not put up for retail store; yarn of fine or coarse animal hair or of horse hair"	"510810100080"	"5108 10 10"	"Carded yarn of fine animal hair, unbleached (excl. that of wool or that put up for retail sale)"	
"131050"	"13.10.50"	"Yarn of wool put up or not put up for retail store; yarn of fine or coarse animal hair or of horse hair"	"510820100080"	"5108 20 10"	"Combed yarn of fine animal hair, unbleached (excl. that of wool and that put up for retail sale)"	
"131050"	"13.10.50"	"Yarn of wool put up or not put up for retail store; yarn of fine or coarse animal hair or of horse hair"	"511000000080"	"5110 00 00"	"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put up for retail sale (excl. horsehair and yarn not joined together)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520710000080"	"5207 10 00"	"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excl. sewing thread)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520790000080"	"5207 90 00"	"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excl. sewing thread)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520511000080"	"5205 11 00"	"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of >= 714,29 decitex "<= MN 14" (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520512000080"	"5205 12 00"	"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 232,56 decitex to < 714,29 decitex "> MN 14 to MN 43" (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520513000080"	"5205 13 00"	"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 192,31 decitex to < 232,56 decitex "> MN 43 to MN 52" (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520514000080"	"5205 14 00"	"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 125 decitex to < 192,31 decitex "> MN 52 to MN 80" (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520515100080"	"5205 15 10"	"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 83,33 decitex to < 125 decitex "> MN 80 to MN 120" (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520521000080"	"5205 21 00"	"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of >= 714,29 decitex "<= MN 14" (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520522000080"	"5205 22 00"	"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 232,56 decitex to < 714,29 decitex "> MN 14 to MN 43" (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520523000080"	"5205 23 00"	"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 192,31 decitex to < 232,56 decitex "> MN 43 to MN 52" (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520524000080"	"5205 24 00"	"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 125 decitex to < 192,31 decitex "> MN 52 to MN 80" (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520526000080"	"5205 26 00"	"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 106,38 decitex to < 125 decitex "> MN 80 to MN 94" (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520527000080"	"5205 27 00"	"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 83,33 decitex to < 106,38 decitex "> MN 94 to MN 120" (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520528000080"	"5205 28 00"	"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of < 83,33 decitex "> MN 120" (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520531000080"	"5205 31 00"	"Multiple "folded" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of >= 714,29 decitex "<= MN 14" per single yarn (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520532000080"	"5205 32 00"	"Multiple "folded" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 232,56 decitex to < 714,29 decitex "> MN 14 to MN 43" per single yarn (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520533000080"	"5205 33 00"	"Multiple "folded" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 192,31 decitex to < 232,56 decitex "> MN 43 to MN 52" per single yarn (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520534000080"	"5205 34 00"	"Multiple "folded" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 125 decitex to < 192,31 decitex "> MN 52 to MN 80" per single yarn (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520535000080"	"5205 35 00"	"Multiple "folded" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of < 125 decitex "> MN 80" per single yarn (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520541000080"	"5205 41 00"	"Multiple "folded" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of >= 714,29 decitex "<= MN 14" per single yarn (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520542000080"	"5205 42 00"	"Multiple "folded" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 232,56 decitex to < 714,29 decitex "> MN 14 to MN 43" per single yarn (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520543000080"	"5205 43 00"	"Multiple "folded" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 192,31 decitex to < 232,56 decitex "> MN 43 to MN 52" per single yarn (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520544000080"	"5205 44 00"	"Multiple "folded" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 125 decitex to < 192,31 decitex "> MN 52 to MN 80" per single yarn (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520546000080"	"5205 46 00"	"Multiple "folded" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 106,38 decitex to < 125 decitex "> MN 80 to MN 94" per single yarn (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520547000080"	"5205 47 00"	"Multiple "folded" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 83,33 decitex to < 106,38 decitex "> MN 94 to MN 120" per single yarn (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520548000080"	"5205 48 00"	"Multiple "folded" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of < 83,33 decitex "> MN 120" per single yarn (excl. sewing thread and yarn put up for retail sale)"	
"131061"	"13.10.61"	"Cotton yarn (other than sewing thread)"	"520611000080"	"5206 11 00"	"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres and with a linear density of >= 714,29 decitex "<= MN 14" (excl. sewing thread and yarn put up for retail sale)"	
