CPA_Ver_22_ID	CPA_Ver_22_Code	CPA_Ver_22_Heading	HS_KEY	HS_2022_CODE	HS_2022_SelfText	Durability_Indicator
"011111"	"01.11.11"	"Durum wheat"	"100111000080"	"1001 11 00"	"Durum wheat seed for sowing"	
"011111"	"01.11.11"	"Durum wheat"	"100119000080"	"1001 19 00"	"Durum wheat (excl. seed for sowing)"	
"011112"	"01.11.12"	"Wheat, except durum wheat"	"100191100080"	"1001 91 10"	"Spelt seed for sowing"	
"011112"	"01.11.12"	"Wheat, except durum wheat"	"100199000080"	"1001 99 00"	"Wheat and meslin (excl. seed for sowing, and durum wheat)"	
"011120"	"01.11.20"	"Maize"	"100510130080"	"1005 10 13"	"Three-cross hybrid maize seed for sowing"	
"011120"	"01.11.20"	"Maize"	"100590000080"	"1005 90 00"	"Maize (excl. seed for sowing)"	
"011131"	"01.11.31"	"Barley"	"100310000080"	"1003 10 00"	"Barley seed for sowing"	
"011131"	"01.11.31"	"Barley"	"100390000080"	"1003 90 00"	"Barley (excl. seed for sowing)"	
"011132"	"01.11.32"	"Rye"	"100210000080"	"1002 10 00"	"Rye seed for sowing"	
"011132"	"01.11.32"	"Rye"	"100290000080"	"1002 90 00"	"Rye (excl. seed for sowing)"	
"011133"	"01.11.33"	"Oats"	"100410000080"	"1004 10 00"	"Oats seed for sowing"	
"011133"	"01.11.33"	"Oats"	"100490000080"	"1004 90 00"	"Oats (excl. seed for sowing)"	
"011141"	"01.11.41"	"Sorghum"	"100710100080"	"1007 10 10"	"Hybrid grain sorghum, for sowing"	
"011141"	"01.11.41"	"Sorghum"	"100790000080"	"1007 90 00"	"Grain sorghum (excl. for sowing)"	
"011142"	"01.11.42"	"Millet"	"100821000080"	"1008 21 00"	"Millet seed for sowing (excl. grain sorghum)"	
"011142"	"01.11.42"	"Millet"	"100829000080"	"1008 29 00"	"Millet (excl. grain sorghum, and seed for sowing)"	
"011143"	"01.11.43"	"Triticale"	"100860000080"	"1008 60 00"	"Triticale"	
"011149"	"01.11.49"	"Other cereals n.e.c."	"100810000080"	"1008 10 00"	"Buckwheat"	
"011149"	"01.11.49"	"Other cereals n.e.c."	"100830000080"	"1008 30 00"	"Canary seed"	
"011149"	"01.11.49"	"Other cereals n.e.c."	"100840000080"	"1008 40 00"	"Fonio "Digitaria spp.""	
"011149"	"01.11.49"	"Other cereals n.e.c."	"100850000080"	"1008 50 00"	"Quinoa "Chenopodium quinoa""	
"011149"	"01.11.49"	"Other cereals n.e.c."	"100890000080"	"1008 90 00"	"Cereals (excl. wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, millet, canary seeds, fonio, quinoa and triticale)"	
"011150"	"01.11.50"	"Cereal straw and husks"	"121300000080"	"1213 00 00"	"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets"	
"011161"	"01.11.61"	"Fresh beans, unshelled"	"070820000080"	"0708 20 00"	"Fresh or chilled beans "Vigna spp., Phaseolus spp.", shelled or unshelled"	
"011162"	"01.11.62"	"Fresh peas, unshelled"	"070810000080"	"0708 10 00"	"Fresh or chilled peas "Pisum sativum", shelled or unshelled"	
"011169"	"01.11.69"	"Fresh leguminous vegetables, unshelled, n.e.c."	"070890000080"	"0708 90 00"	"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas "Pisum sativum" and beans "Vigna spp., Phaseolus spp.")"	
"011171"	"01.11.71"	"Beans, dry"	"071331000080"	"0713 31 00"	"Dried, shelled beans of species "Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek", whether or not skinned or split"	
"011171"	"01.11.71"	"Beans, dry"	"071332000080"	"0713 32 00"	"Dried, shelled small red "Adzuki" beans "Phaseolus or Vigna angularis", whether or not skinned or split"	
"011171"	"01.11.71"	"Beans, dry"	"071333100080"	"0713 33 10"	"Dried, shelled kidney beans "Phaseolus vulgaris", for sowing"	
"011171"	"01.11.71"	"Beans, dry"	"071334000080"	"0713 34 00"	"Dried, shelled bambara beans "Vigna subterranea or Voandzeia subterranea", whether or not skinned or split"	
"011171"	"01.11.71"	"Beans, dry"	"071339000080"	"0713 39 00"	"Dried, shelled beans "Vigna and Phaseolus", whether or not skinned or split (excl. beans of species "Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek", small red "Adzuki" beans, kidney beans, Bambara beans and cow peas)"	
"011172"	"01.11.72"	"Broad beans, dry"	"071350000080"	"0713 50 00"	"Dried, shelled broad beans "Vicia faba var. major" and horse beans "Vicia faba var. equina and Vicia faba var. minor", whether or not skinned or split"	
"011173"	"01.11.73"	"Chick peas, dry"	"071320000080"	"0713 20 00"	"Dried, shelled chickpeas "garbanzos", whether or not skinned or split"	
"011174"	"01.11.74"	"Lentils, dry"	"071340000080"	"0713 40 00"	"Dried, shelled lentils, whether or not skinned or split"	
"011175"	"01.11.75"	"Peas, dry"	"071310100080"	"0713 10 10"	"Peas, "Pisum sativum", dried and shelled, for sowing"	
"011176"	"01.11.76"	"Cow peas"	"071335000080"	"0713 35 00"	"Dried, shelled cow peas "Vigna unguiculata", whether or not skinned or split"	
"011177"	"01.11.77"	"Pigeon peas, dry"	"071360000080"	"0713 60 00"	"Dried, shelled pigeon peas "Cajanus cajan", whether or not skinned or split"	
"011179"	"01.11.79"	"Dried leguminous vegetables n.e.c."	"071390000080"	"0713 90 00"	"Dried, shelled leguminous vegetables, whether or not skinned or split (excl. peas, chickpeas, beans, lentils, broad beans, horse beans and pigeon peas)"	
"011181"	"01.11.81"	"Soya beans"	"120110000080"	"1201 10 00"	"Soya bean seed, for sowing"	
"011181"	"01.11.81"	"Soya beans"	"120190000080"	"1201 90 00"	"Soya beans, whether or not broken (excl. seed for sowing)"	
"011182"	"01.11.82"	"Groundnuts, in shell"	"120230000080"	"1202 30 00"	"Groundnut seed, for sowing"	
"011182"	"01.11.82"	"Groundnuts, in shell"	"120241000080"	"1202 41 00"	"Groundnuts, in shell (excl. seed for sowing, roasted or otherwise cooked)"	
"011191"	"01.11.91"	"Linseed"	"120400100080"	"1204 00 10"	"Linseed for sowing"	
"011192"	"01.11.92"	"Mustard seed"	"120750100080"	"1207 50 10"	"Mustard seeds for sowing"	
"011193"	"01.11.93"	"Rape or colza seed"	"120510100080"	"1205 10 10"	"Low erucic acid rape or colza seeds "yielding a fixed oil which has an erucic acid content of < 2% and yielding a solid component of glucosinolates of < 30 micromoles/g", for sowing"	
"011193"	"01.11.93"	"Rape or colza seed"	"120590000080"	"1205 90 00"	"High erucic rape or colza seeds "yielding a fixed oil which has an erucic acid content of >= 2% and yielding a solid component of glucosinolates of >= 30 micromoles/g", whether or not broken"	
"011194"	"01.11.94"	"Sesame seed"	"120740100080"	"1207 40 10"	"Sesamum seeds for sowing"	
"011195"	"01.11.95"	"Sunflower seed"	"120600100080"	"1206 00 10"	"Sunflower seeds for sowing"	
"011196"	"01.11.96"	"Castor oil seeds"	"120730000080"	"1207 30 00"	"Castor oil seeds"	
"011199"	"01.11.99"	"Other oil seeds n.e.c."	"120710000080"	"1207 10 00"	"Palm nuts and kernels"	
"011199"	"01.11.99"	"Other oil seeds n.e.c."	"120760000080"	"1207 60 00"	"Safflower "Carthamus tinctorius" seeds"	
"011199"	"01.11.99"	"Other oil seeds n.e.c."	"120770000080"	"1207 70 00"	"Melon seeds"	
"011199"	"01.11.99"	"Other oil seeds n.e.c."	"120791100080"	"1207 91 10"	"Poppy seeds for sowing"	
"011199"	"01.11.99"	"Other oil seeds n.e.c."	"120799200080"	"1207 99 20"	"Oil seeds and oleaginous fruits, for sowing (excl. edible nuts, olives, soya beans, groundnuts, copra, linseed, rape or colza seeds, sunflower seeds, palm nuts and kernels, cotton, castor oil, sesamum, mustard, safflower, melon and poppy seeds)"	
"011200"	"01.12.00"	"Rice, not husked"	"100610100080"	"1006 10 10"	"Rice in husk for sowing"	
"011311"	"01.13.11"	"Asparagus"	"070920000080"	"0709 20 00"	"Fresh or chilled asparagus"	
"011312"	"01.13.12"	"Cabbages"	"070420000080"	"0704 20 00"	"Brussels sprouts, fresh or chilled"	
"011312"	"01.13.12"	"Cabbages"	"070490100080"	"0704 90 10"	"White and red cabbages, fresh or chilled"	
"011313"	"01.13.13"	"Cauliflowers and broccoli"	"070410100080"	"0704 10 10"	"Fresh or chilled cauliflowers and headed broccoli"	
"011314"	"01.13.14"	"Lettuce"	"070511000080"	"0705 11 00"	"Fresh or chilled cabbage lettuce"	
"011314"	"01.13.14"	"Lettuce"	"070519000080"	"0705 19 00"	"Fresh or chilled lettuce (excl. cabbage lettuce)"	
"011315"	"01.13.15"	"Chicory"	"070521000080"	"0705 21 00"	"Fresh or chilled witloof chicory"	
"011315"	"01.13.15"	"Chicory"	"070529000080"	"0705 29 00"	"Fresh or chilled chicory (excl. witloof chicory)"	
"011316"	"01.13.16"	"Spinach"	"070970000080"	"0709 70 00"	"Fresh or chilled spinach, New Zealand spinach and orache spinach"	
"011317"	"01.13.17"	"Artichokes"	"070991000080"	"0709 91 00"	"Fresh or chilled globe artichokes"	
"011318"	"01.13.18"	"Other leafy or stem vegetables"	"070999100080"	"0709 99 10"	"Fresh or chilled salad vegetables (excl. lettuce and chicory)"	
"011321"	"01.13.21"	"Watermelons"	"080711000080"	"0807 11 00"	"Fresh watermelons"	
"011329"	"01.13.29"	"Melons n.e.c."	"080719000080"	"0807 19 00"	"Fresh melons (excl. watermelons)"	
"011331"	"01.13.31"	"Chillies and peppers (Capsicum species)"	"070960100080"	"0709 60 10"	"Fresh or chilled sweet peppers"	
"011331"	"01.13.31"	"Chillies and peppers (Capsicum species)"	"090421100080"	"0904 21 10"	"Dried sweet peppers (excl. crushed or ground)"	
"011332"	"01.13.32"	"Cucumbers and gherkins"	"070700050080"	"0707 00 05"	"Cucumbers, fresh or chilled"	
"011333"	"01.13.33"	"Eggplants (aubergines)"	"070930000080"	"0709 30 00"	"Fresh or chilled aubergines "eggplants""	
"011334"	"01.13.34"	"Tomatoes"	"070200100080"	"0702 00 10"	"Whole tomatoes, with greatest diameter <47mm, fresh or chilled"	
"011339"	"01.13.39"	"Other fruit-bearing vegetables n.e.c."	"070993100080"	"0709 93 10"	"Fresh or chilled courgettes"	
"011339"	"01.13.39"	"Other fruit-bearing vegetables n.e.c."	"070999100080"	"0709 99 10"	"Fresh or chilled salad vegetables (excl. lettuce and chicory)"	
"011341"	"01.13.41"	"Carrots and turnips"	"070610000080"	"0706 10 00"	"Fresh or chilled carrots and turnips"	
"011342"	"01.13.42"	"Garlic"	"070320000080"	"0703 20 00"	"Garlic, fresh or chilled"	
"011343"	"01.13.43"	"Onions"	"070310110080"	"0703 10 11"	"Onion sets, fresh or chilled"	
"011344"	"01.13.44"	"Leeks and other alliaceous vegetables"	"070390000080"	"0703 90 00"	"Leeks and other alliaceous vegetables, fresh or chilled (excl. onions, shallots and garlic)"	
"011349"	"01.13.49"	"Root, bulb or tuberous vegetables n.e.c."	"070690100080"	"0706 90 10"	"Fresh or chilled celeriac "rooted celery or German celery""	
"011349"	"01.13.49"	"Root, bulb or tuberous vegetables n.e.c."	"121490100080"	"1214 90 10"	"Swedes, mangolds, fodder roots"	
"011351"	"01.13.51"	"Potatoes"	"070190100080"	"0701 90 10"	"Potatoes for manufacture of starch, fresh or chilled"	
"011351"	"01.13.51"	"Potatoes"	"070110000080"	"0701 10 00"	"Seed potatoes"	
"011352"	"01.13.52"	"Sweet potatoes"	"071420100080"	"0714 20 10"	"Sweet potatoes, fresh, whole, for human consumption"	
"011353"	"01.13.53"	"Cassava"	"071410000080"	"0714 10 00"	"Fresh, chilled, frozen or dried roots and tubers of manioc "cassava", whether or not sliced or in the form of pellets"	
"011354"	"01.13.54"	"Taro"	"071440000080"	"0714 40 00"	"Taro "Colocasia spp.", fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"	
"011359"	"01.13.59"	"Edible roots and tubers with high starch or inulin content n.e.c."	"071430000080"	"0714 30 00"	"Yams "Dioscorea spp.", fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"	
"011359"	"01.13.59"	"Edible roots and tubers with high starch or inulin content n.e.c."	"071450000080"	"0714 50 00"	"Yautia "Xanthosoma spp.", fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"	
"011359"	"01.13.59"	"Edible roots and tubers with high starch or inulin content n.e.c."	"071490200080"	"0714 90 20"	"Arrowroot, salep and similar roots and tubers with high starch content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets (excl. manioc "cassava", sweet potatoes, yams, taro and yautia)"	
"011360"	"01.13.60"	"Vegetable seeds, except beet seeds"	"120991300080"	"1209 91 30"	"Salad beet seed or beetroot seed "Beta vulgaris var. conditiva", for sowing"	
"011371"	"01.13.71"	"Sugar beet"	"121291200080"	"1212 91 20"	"Sugar beet, dried, whether or not ground"	
"011372"	"01.13.72"	"Sugar beet seeds"	"120910000080"	"1209 10 00"	"Sugar beet seed, for sowing"	
"011380"	"01.13.80"	"Mushrooms and truffles"	"070951000080"	"0709 51 00"	"Fresh or chilled mushrooms of the genus "Agaricus""	
"011380"	"01.13.80"	"Mushrooms and truffles"	"070952000080"	"0709 52 00"	"Fresh or chilled mushrooms of the genus Boletus"	
"011380"	"01.13.80"	"Mushrooms and truffles"	"070953000080"	"0709 53 00"	"Fresh or chilled mushrooms of the genus Cantharellus"	
"011380"	"01.13.80"	"Mushrooms and truffles"	"070954000080"	"0709 54 00"	"Fresh or chilled shiitake "Lentinus edodes""	
"011380"	"01.13.80"	"Mushrooms and truffles"	"070955000080"	"0709 55 00"	"Fresh or chilled matsutake "Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum""	
"011380"	"01.13.80"	"Mushrooms and truffles"	"070956000080"	"0709 56 00"	"Fresh or chilled truffles "Tuber spp.""	
"011380"	"01.13.80"	"Mushrooms and truffles"	"070959000080"	"0709 59 00"	"Fresh or chilled edible mushrooms and truffles (excl. Agaricus, Boletus, Cantharellus, shiitake, matsutake and Tuber spp.)"	
"011390"	"01.13.90"	"Vegetables, fresh, n.e.c."	"070940000080"	"0709 40 00"	"Fresh or chilled celery (excl. celeriac)"	
"011400"	"01.14.00"	"Sugar cane"	"121293000080"	"1212 93 00"	"Sugar cane, fresh, chilled, frozen or dried, whether or not ground"	
"011500"	"01.15.00"	"Unmanufactured tobacco"	"240110350080"	"2401 10 35"	"Light air-cured tobacco, unstemmed or unstripped"	
"011601"	"01.16.01"	"Cotton, whether or not ginned"	"120721000080"	"1207 21 00"	"Cotton seeds for sowing"	
"011601"	"01.16.01"	"Cotton, whether or not ginned"	"120729000080"	"1207 29 00"	"Cotton seeds (excl. for sowing)"	
"011601"	"01.16.01"	"Cotton, whether or not ginned"	"520100100080"	"5201 00 10"	"Cotton, neither carded nor combed, rendered absorbent or bleached"	
"011602"	"01.16.02"	"Jute, kenaf and other textile bast fibres, raw or retted"	"530310000080"	"5303 10 00"	"Jute and other textile bast fibres, raw or retted (excl. flax, true hemp and ramie)"	
"011609"	"01.16.09"	"Fibre crops n.e.c."	"530110000080"	"5301 10 00"	"Flax, raw or retted"	
"011609"	"01.16.09"	"Fibre crops n.e.c."	"530210000080"	"5302 10 00"	"True hemp "Cannabis sativa L.", raw or retted"	
"011910"	"01.19.10"	"Forage crops"	"121490100080"	"1214 90 10"	"Swedes, mangolds, fodder roots"	
"011921"	"01.19.21"	"Cut flowers and flower buds"	"060311000080"	"0603 11 00"	"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes"	
"011921"	"01.19.21"	"Cut flowers and flower buds"	"060312000080"	"0603 12 00"	"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes"	
"011921"	"01.19.21"	"Cut flowers and flower buds"	"060313000080"	"0603 13 00"	"Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes"	
"011921"	"01.19.21"	"Cut flowers and flower buds"	"060314000080"	"0603 14 00"	"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes"	
"011921"	"01.19.21"	"Cut flowers and flower buds"	"060315000080"	"0603 15 00"	"Fresh cut lilies "Lilium spp." and buds, of a kind suitable for bouquets or for ornamental purposes"	
"011921"	"01.19.21"	"Cut flowers and flower buds"	"060319100080"	"0603 19 10"	"Fresh cut gladioli and buds, of a kind suitable for bouquets or for ornamental purposes"	
"011921"	"01.19.21"	"Cut flowers and flower buds"	"060390000080"	"0603 90 00"	"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes"	
"011922"	"01.19.22"	"Flower seeds"	"120930000080"	"1209 30 00"	"Seeds of herbaceous plants cultivated mainly for flowers, for sowing"	
"011931"	"01.19.31"	"Beet seeds and seeds for forage plants"	"120921000080"	"1209 21 00"	"Alfalfa seed for sowing"	
"011931"	"01.19.31"	"Beet seeds and seeds for forage plants"	"120922100080"	"1209 22 10"	"Red clover "Trifolium pratense L." seed for sowing"	
"011931"	"01.19.31"	"Beet seeds and seeds for forage plants"	"120923110080"	"1209 23 11"	"Meadow fescue seed for sowing"	
"011931"	"01.19.31"	"Beet seeds and seeds for forage plants"	"120924000080"	"1209 24 00"	"Kentucky blue grass "Poa pratensis L." seed for sowing"	
"011931"	"01.19.31"	"Beet seeds and seeds for forage plants"	"120925100080"	"1209 25 10"	"Italian ryegrass, incl. westerwolds "Lolium multiflorum L.", seed for sowing"	
"011931"	"01.19.31"	"Beet seeds and seeds for forage plants"	"120929450080"	"1209 29 45"	"Timothy grass seed, vetch seed, seeds of the genus Poa palustris L. and Poa trivialis L., seeds of cocksfoot grass "Dactylis glomerata L.", and seeds of bent grass "Agrostis", for sowing"	
"012101"	"01.21.01"	"Fresh table grapes"	"080610100080"	"0806 10 10"	"Fresh table grapes"	
"012102"	"01.21.02"	"Other grapes, fresh"	"080610100080"	"0806 10 10"	"Fresh table grapes"	
"012201"	"01.22.01"	"Fresh avocados"	"080440000080"	"0804 40 00"	"Fresh or dried avocados"	
"012202"	"01.22.02"	"Fresh bananas, fresh plantains and similar"	"080310100080"	"0803 10 10"	"Plantains, fresh"	
"012202"	"01.22.02"	"Fresh bananas, fresh plantains and similar"	"080390110080"	"0803 90 11"	"Plátano de Canarias, fresh"	
"012203"	"01.22.03"	"Fresh dates"	"080410000080"	"0804 10 00"	"Fresh or dried dates"	
"012204"	"01.22.04"	"Fresh figs"	"080420100080"	"0804 20 10"	"Fresh figs"	
"012209"	"01.22.09"	"Fresh tropical and subtropical fruits n.e.c."	"080430000080"	"0804 30 00"	"Fresh or dried pineapples"	
"012209"	"01.22.09"	"Fresh tropical and subtropical fruits n.e.c."	"080450000080"	"0804 50 00"	"Fresh or dried guavas, mangoes and mangosteens"	
"012209"	"01.22.09"	"Fresh tropical and subtropical fruits n.e.c."	"080720000080"	"0807 20 00"	"Fresh pawpaws "papayas""	
"012209"	"01.22.09"	"Fresh tropical and subtropical fruits n.e.c."	"081060000080"	"0810 60 00"	"Fresh durians"	
"012301"	"01.23.01"	"Fresh pomelo and fresh grapefruits"	"080540000080"	"0805 40 00"	"Fresh or dried grapefruit and pomelos"	
"012302"	"01.23.02"	"Fresh lemons and fresh limes"	"080550100080"	"0805 50 10"	"Fresh or dried lemons "Citrus limon, Citrus limonum""	
"012303"	"01.23.03"	"Fresh oranges"	"080510220080"	"0805 10 22"	"Fresh navel oranges"	
"012304"	"01.23.04"	"Fresh tangerines, fresh mandarins, fresh clementines"	"080521100080"	"0805 21 10"	"Fresh or dried satsumas"	
"012304"	"01.23.04"	"Fresh tangerines, fresh mandarins, fresh clementines"	"080522000080"	"0805 22 00"	"Fresh or dried clementines incl. monreales"	
"012304"	"01.23.04"	"Fresh tangerines, fresh mandarins, fresh clementines"	"080529000080"	"0805 29 00"	"Fresh or dried wilkings and similar citrus hybrids"	
"012309"	"01.23.09"	"Fresh citrus fruits n.e.c."	"080590000080"	"0805 90 00"	"Fresh or dried citrus fruit (excl. oranges, lemons "Citrus limon, Citrus limonum", limes "Citrus aurantifolia, Citrus latifolia", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)"	
"012410"	"01.24.10"	"Fresh apples"	"080810100080"	"0808 10 10"	"Fresh cider apples, in bulk, from 16 September to 15 December"	
"012421"	"01.24.21"	"Fresh pears"	"080830100080"	"0808 30 10"	"Fresh perry pears, in bulk, from 1 August to 31 December"	
"012422"	"01.24.22"	"Fresh quinces"	"080840000080"	"0808 40 00"	"Fresh quinces"	
"012423"	"01.24.23"	"Fresh apricots"	"080910000080"	"0809 10 00"	"Fresh apricots"	
"012424"	"01.24.24"	"Fresh cherries"	"080921000080"	"0809 21 00"	"Fresh sour cherries "Prunus cerasus""	
"012424"	"01.24.24"	"Fresh cherries"	"080929000080"	"0809 29 00"	"Fresh cherries (excl. sour cherries)"	
"012425"	"01.24.25"	"Fresh peaches"	"080930200080"	"0809 30 20"	"Fresh flat peaches "Prunus persica var. platycarpa" and flat nectarines "Prunus persica var. platerina""	
"012426"	"01.24.26"	"Fresh nectarines"	"080930200080"	"0809 30 20"	"Fresh flat peaches "Prunus persica var. platycarpa" and flat nectarines "Prunus persica var. platerina""	
"012427"	"01.24.27"	"Fresh plums"	"080940050080"	"0809 40 05"	"Fresh plums"	
"012428"	"01.24.28"	"Fresh sloes"	"080940050080"	"0809 40 05"	"Fresh plums"	
"012429"	"01.24.29"	"Other fresh pome fruits and fresh stone fruits n.e.c."	"081090200080"	"0810 90 20"	"Fresh tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya"	
"012511"	"01.25.11"	"Kiwi fruit"	"081050000080"	"0810 50 00"	"Fresh kiwifruit"	
"012512"	"01.25.12"	"Raspberries"	"081020100080"	"0810 20 10"	"Fresh raspberries"	
"012513"	"01.25.13"	"Strawberries"	"081010000080"	"0810 10 00"	"Fresh strawberries"	
"012519"	"01.25.19"	"Berries and the fruits of the genus vaccinium n.e.c."	"081020100080"	"0810 20 10"	"Fresh raspberries"	
"012519"	"01.25.19"	"Berries and the fruits of the genus vaccinium n.e.c."	"081030100080"	"0810 30 10"	"Fresh blackcurrants"	
"012519"	"01.25.19"	"Berries and the fruits of the genus vaccinium n.e.c."	"081040100080"	"0810 40 10"	"Fresh cowberries, foxberries or mountain cranberries "fruit of the species Vaccinium vitis-idaea""	
"012520"	"01.25.20"	"Fruit seeds"	"120999100080"	"1209 99 10"	"Forest-tree seed for sowing"	
"012520"	"01.25.20"	"Fruit seeds"	"121299410080"	"1212 99 41"	"Locust bean seed, fresh or dried (excl. decorticated, crushed or ground)"	
"012531"	"01.25.31"	"Almonds"	"080211100080"	"0802 11 10"	"Fresh or dried bitter almonds in shell"	
"012532"	"01.25.32"	"Chestnuts"	"080241000080"	"0802 41 00"	"Fresh or dried chestnuts "Castanea spp.", in shell"	
"012533"	"01.25.33"	"Hazelnuts"	"080221000080"	"0802 21 00"	"Fresh or dried hazelnuts or filberts "Corylus spp.", in shell"	
"012534"	"01.25.34"	"Pistachios"	"080251000080"	"0802 51 00"	"Fresh or dried pistachios, in shell"	
"012535"	"01.25.35"	"Walnuts"	"080231000080"	"0802 31 00"	"Fresh or dried walnuts, in shell"	
"012539"	"01.25.39"	"Nuts n.e.c."	"080121000080"	"0801 21 00"	"Fresh or dried brazil nuts, in shell"	
"012539"	"01.25.39"	"Nuts n.e.c."	"080131000080"	"0801 31 00"	"Fresh or dried cashew nuts, in shell"	
"012539"	"01.25.39"	"Nuts n.e.c."	"080261000080"	"0802 61 00"	"Fresh or dried macadamia nuts, in shell"	
"012539"	"01.25.39"	"Nuts n.e.c."	"080270000080"	"0802 70 00"	"Fresh or dried kola nuts "Cola spp.", whether or not shelled or peeled"	
"012539"	"01.25.39"	"Nuts n.e.c."	"080280000080"	"0802 80 00"	"Fresh or dried areca nuts, whether or not shelled or peeled"	
"012539"	"01.25.39"	"Nuts n.e.c."	"080291000080"	"0802 91 00"	"Fresh or dried pine nuts, in shell"	
"012539"	"01.25.39"	"Nuts n.e.c."	"080299100080"	"0802 99 10"	"Fresh or dried pecans"	
"012590"	"01.25.90"	"Other tree and bush fruits and nuts n.e.c."	"081070000080"	"0810 70 00"	"Fresh persimmons"	
"012590"	"01.25.90"	"Other tree and bush fruits and nuts n.e.c."	"081090200080"	"0810 90 20"	"Fresh tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya"	
"012590"	"01.25.90"	"Other tree and bush fruits and nuts n.e.c."	"121292000080"	"1212 92 00"	"Locust beans "carob", fresh, chilled, frozen or dried, whether or not ground"	
"012590"	"01.25.90"	"Other tree and bush fruits and nuts n.e.c."	"121299410080"	"1212 99 41"	"Locust bean seed, fresh or dried (excl. decorticated, crushed or ground)"	
"012611"	"01.26.11"	"Table olives"	"070992100080"	"0709 92 10"	"Fresh or chilled olives (excl. for oil production)"	
"012612"	"01.26.12"	"Olives for production of olive oil"	"070992100080"	"0709 92 10"	"Fresh or chilled olives (excl. for oil production)"	
"012620"	"01.26.20"	"Coconuts"	"080111000080"	"0801 11 00"	"Desiccated coconuts"	
"012620"	"01.26.20"	"Coconuts"	"080112000080"	"0801 12 00"	"Fresh coconuts in the inner shell "endocarp""	
"012620"	"01.26.20"	"Coconuts"	"080119000080"	"0801 19 00"	"Fresh coconuts, whether or not shelled or peeled (excl. in the inner shell "endocarp")"	
"012630"	"01.26.30"	"Other oleaginous fruits"	"120300000080"	"1203 00 00"	"Copra"	
"012701"	"01.27.01"	"Coffee beans, not roasted"	"090111000080"	"0901 11 00"	"Coffee (excl. roasted and decaffeinated)"	
"012702"	"01.27.02"	"Tea leaves"	"090220000080"	"0902 20 00"	"Green tea in immediate packings of > 3 kg"	
"012702"	"01.27.02"	"Tea leaves"	"090240000080"	"0902 40 00"	"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings of > 3 kg"	
"012703"	"01.27.03"	"Maté leaves"	"090300000080"	"0903 00 00"	"Mate"	
"012704"	"01.27.04"	"Cocoa beans"	"180100000080"	"1801 00 00"	"Cocoa beans, whole or broken, raw or roasted"	
"012811"	"01.28.11"	"Pepper (Piper species), raw"	"090411000080"	"0904 11 00"	"Pepper of the genus Piper, neither crushed nor ground"	
"012812"	"01.28.12"	"Nutmeg, mace and cardamoms, raw"	"090811000080"	"0908 11 00"	"Nutmeg, neither crushed nor ground"	
"012812"	"01.28.12"	"Nutmeg, mace and cardamoms, raw"	"090821000080"	"0908 21 00"	"Mace, neither crushed nor ground"	
"012812"	"01.28.12"	"Nutmeg, mace and cardamoms, raw"	"090831000080"	"0908 31 00"	"Cardamoms, neither crushed nor ground"	
"012813"	"01.28.13"	"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw"	"090921000080"	"0909 21 00"	"Coriander seeds, neither crushed nor ground"	
"012813"	"01.28.13"	"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw"	"090931000080"	"0909 31 00"	"Cumin seeds, neither crushed nor ground"	
"012813"	"01.28.13"	"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw"	"090961000080"	"0909 61 00"	"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground"	
"012814"	"01.28.14"	"Cinnamon (canella), raw"	"090611000080"	"0906 11 00"	"Cinnamon "Cinnamomum zeylanicum Blume" (excl. crushed and ground)"	
"012814"	"01.28.14"	"Cinnamon (canella), raw"	"090619000080"	"0906 19 00"	"Cinnamon and cinnamon-tree flowers (excl. cinnamon "Cinnamomum zeylanicum Blume" and crushed and ground cinnamon)"	
"012815"	"01.28.15"	"Cloves (whole stems), raw"	"090710000080"	"0907 10 00"	"Cloves, whole fruit, cloves and stems, neither crushed nor ground"	
